,alpha,beta,pheromone_residual_coefficient,best_cost_found,update_count,lowest_cost_update_count,lowest_costs_found,best_solution_found,time_s,avg_costs_found,best_costs_found,max,min
0,0.2,1.5,0.2,3603.039316392344,100,31,"[4353.957543410326, 6277.443140780083, 4109.41837962139, 3859.8872704048526, 3603.039316392344, 4629.676305176194, 4261.887709132456, 3621.278805181133, 6441.465909018478, 4524.257158528101, 3632.1732937900065, 3767.8029586266775, 4800.375229925276, 6601.967126656814, 4942.840289723975, 4304.701419256658, 4051.188359547697, 3667.4120397162583, 4054.890208594429, 4572.135216543003, 4324.67192339256, 6246.825540580149, 5356.530988104327, 3821.13911052217, 3696.5332876734824, 6770.087298728149, 3701.5804900141006, 3958.7257955225346, 4088.612885382395, 3836.944792101954, 7037.294840946214, 5887.252716739622]","[27, 13, 35, 22, 36, 11, 37, 23, 9, 8, 29, 25, 38, 12, 0, 30, 14, 10, 24, 26, 16, 15, 5, 28, 6, 3, 4, 1, 33, 20, 34, 32, 17, 21, 2, 31, 18, 19, 7]",3.7411742210388184,"[7950.992464191171, 8003.122462195113, 8000.8742852041305, 8112.608797613114, 8049.356649192286, 7081.912686294521, 7202.2065966182945, 7273.19973161696, 6616.888293550842, 6500.464427801946, 6105.114352981013, 6447.9245125406305, 6149.054744853887, 5953.193784293124, 5963.376216318495, 5471.885294245707, 5613.23011224513, 5718.627312289326, 5705.354637036582, 5768.546323118708, 5404.914631174365, 5153.090389075065, 5241.734302805359, 5159.728013639012, 5225.412258027694, 4914.43102062907, 5050.686694363243, 4853.514933611766, 5203.890420891138, 4921.583168578048, 4670.736899361805, 4853.8149246632875, 4863.719509161878, 4808.077569488794, 4736.30660668088, 4746.52132590035, 4727.256408121981, 4513.520695955469, 4670.378792342165, 4548.467101305656, 4417.998668173793, 4649.796324327905, 4531.031199998367, 4569.943788799033, 4395.937259154411, 4444.8839291154645, 4317.272203915991, 4346.087457276125, 4453.612688140451, 4727.113806470659, 4633.883209589544, 4469.723448287785, 4514.689450394884, 4336.48826722535, 4340.376967296077, 4268.389616042341, 4518.288914212481, 4327.45841094288, 4348.828578407541, 4329.693824839815, 4187.141611490568, 4472.89062653998, 4352.441862405809, 4348.895792714234, 3973.090461106971, 4432.831094333133, 4039.7137538295815, 3901.291284470112, 3837.901701512307, 3991.2048445194255, 3902.5124916535315, 3941.6803479382093, 3839.4136690020396, 3877.091021425639, 3905.3352027756105, 3831.9194852030973, 3758.23786413165, 3754.2794853982823, 3697.446127508374, 3743.1250421596897, 3727.9747511194996, 3702.949643410786, 3693.6304093044832, 3741.24548928682, 3780.4172231739476, 3720.0741121257684, 3729.5857895836607, 3721.647733010098, 3755.734959275668, 3680.381514877132, 3709.7041499532374, 3679.6711441676075, 3708.9417092865506, 3681.851221305721, 3708.465611262626, 3735.4736328380072, 3707.6855660245906, 3682.839899616225, 3693.163983769669, 3705.85699261123]","[7037.294840946214, 7037.294840946214, 6770.087298728149, 6770.087298728149, 6601.967126656814, 6441.465909018478, 6277.443140780083, 6246.825540580149, 5887.252716739622, 5356.530988104327, 5356.530988104327, 5356.530988104327, 5356.530988104327, 5356.530988104327, 5356.530988104327, 4942.840289723975, 4800.375229925276, 4800.375229925276, 4800.375229925276, 4800.375229925276, 4800.375229925276, 4629.676305176194, 4572.135216543003, 4572.135216543003, 4572.135216543003, 4524.257158528101, 4353.957543410326, 4324.67192339256, 4324.67192339256, 4324.67192339256, 4304.701419256658, 4304.701419256658, 4304.701419256658, 4304.701419256658, 4261.887709132456, 4261.887709132456, 4261.887709132456, 4109.41837962139, 4109.41837962139, 4109.41837962139, 4109.41837962139, 4109.41837962139, 4109.41837962139, 4109.41837962139, 4109.41837962139, 4109.41837962139, 4109.41837962139, 4088.612885382395, 4088.612885382395, 4088.612885382395, 4054.890208594429, 4051.188359547697, 4051.188359547697, 4051.188359547697, 3958.7257955225346, 3958.7257955225346, 3958.7257955225346, 3958.7257955225346, 3958.7257955225346, 3859.8872704048526, 3836.944792101954, 3836.944792101954, 3821.13911052217, 3821.13911052217, 3767.8029586266775, 3767.8029586266775, 3767.8029586266775, 3767.8029586266775, 3701.5804900141006, 3701.5804900141006, 3701.5804900141006, 3701.5804900141006, 3696.5332876734824, 3667.4120397162583, 3632.1732937900065, 3632.1732937900065, 3632.1732937900065, 3632.1732937900065, 3621.278805181133, 3621.278805181133, 3621.278805181133, 3621.278805181133, 3621.278805181133, 3621.278805181133, 3621.278805181133, 3621.278805181133, 3621.278805181133, 3621.278805181133, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344, 3603.039316392344]",0.6,0.0
1,0.2,1.5,0.2,4071.0138653272975,100,14,"[6626.382400805223, 4071.0138653272975, 4360.102614328922, 5673.660353995509, 6317.111731354894, 6190.569419789451, 5551.809514610818, 4752.800905448119, 4657.426032330384, 4367.323096282326, 4145.322182332675, 5364.344076455326, 4087.1696366877663, 6779.225731424237, 5438.020736722084]","[19, 18, 2, 21, 17, 32, 31, 37, 30, 38, 23, 9, 7, 27, 13, 35, 22, 36, 10, 14, 24, 0, 16, 26, 5, 15, 12, 28, 6, 4, 1, 33, 3, 29, 25, 8, 34, 20, 11]",3.7989630699157715,"[7842.456048795172, 7838.669163501088, 7898.795273603586, 8016.461298633591, 7883.519326768287, 7696.443551332023, 7134.594935230511, 7026.990688956017, 7060.9015200279855, 6525.617365589633, 6200.340012690815, 5826.192194178971, 5883.185023070456, 5571.205677999916, 5919.866188304242, 5929.309345491155, 5762.697118352761, 5425.4090314960995, 5363.102115992762, 5483.2919597665295, 5164.250889457804, 5178.459163301736, 5112.5090548568805, 5128.31527174336, 5296.3376841817035, 5023.008123152515, 5169.23523525037, 4825.8610776871665, 4820.322699950568, 5075.375946397789, 4804.8751395471045, 4791.163868296868, 4757.076724370205, 4817.502657994859, 4925.149858311032, 4678.327961139876, 4776.641710495768, 4805.208285100474, 4758.2322337260475, 4734.290917009145, 4792.186487393713, 4689.765801586958, 4757.067468875115, 4755.914785892595, 4792.995123796234, 4866.6067245424365, 4753.2257941392345, 4741.149581849542, 4705.864909962371, 4705.239520392042, 4820.460547818172, 4732.065286638444, 4685.283980989602, 4722.694517922852, 4808.46475951447, 4719.018232580471, 4789.992426094299, 4808.266775989338, 4660.658016016727, 5009.020768282378, 4708.025085294805, 5057.036582929858, 4845.073445797339, 4694.562918991991, 4894.887487181297, 4694.305269673905, 4724.327492901358, 4702.635275461487, 4664.259496327828, 4690.256631318392, 4591.21660056386, 4594.877672264049, 4557.314045222096, 4821.706916299443, 4625.405791163765, 4574.971793058963, 4817.449740020308, 4737.204469362752, 4673.307194839415, 4882.681477564459, 4785.825114747725, 4755.8428904691955, 4650.974614479661, 4795.644894127241, 4462.832510280089, 4666.457325904958, 4724.462583860537, 4705.6858851960105, 4668.767268063393, 4685.365087729225, 4567.309145791407, 4608.074514957965, 4706.8433236233595, 4619.220336494334, 4790.576769575184, 4762.354604336213, 4703.4738677412015, 4802.888817414734, 4547.037669744745, 4593.275074733958]","[6779.225731424237, 6779.225731424237, 6779.225731424237, 6626.382400805223, 6626.382400805223, 6317.111731354894, 6190.569419789451, 6190.569419789451, 5673.660353995509, 5551.809514610818, 5438.020736722084, 5364.344076455326, 4752.800905448119, 4752.800905448119, 4752.800905448119, 4752.800905448119, 4752.800905448119, 4752.800905448119, 4657.426032330384, 4657.426032330384, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4367.323096282326, 4360.102614328922, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4145.322182332675, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4087.1696366877663, 4071.0138653272975, 4071.0138653272975, 4071.0138653272975, 4071.0138653272975, 4071.0138653272975, 4071.0138653272975, 4071.0138653272975]",0.8,0.0
2,0.2,1.5,0.2,3789.3836571935326,100,20,"[4608.817129638622, 4225.192750127016, 4743.49931889699, 4618.3055629384535, 6680.46015088464, 4389.224163241713, 4133.247278094463, 4524.0279415303285, 6452.4582175088335, 4021.494802910342, 4534.372664012343, 5175.193073501849, 4041.7002141434145, 3789.3836571935326, 4185.472790884215, 3802.6462858819195, 4570.870067653584, 4200.228836920275, 5610.053372255682, 4591.61948169802, 6270.206010198192]","[2, 31, 32, 17, 8, 29, 3, 6, 25, 38, 9, 23, 37, 7, 18, 19, 27, 13, 11, 22, 35, 36, 10, 14, 30, 0, 24, 26, 16, 12, 15, 5, 28, 4, 1, 33, 20, 34, 21]",3.7963056564331055,"[7950.325255456582, 8421.64818183421, 8083.546123197494, 8113.7067873657825, 7580.326439903045, 7441.881249770842, 7046.3882715322225, 6438.683169720409, 6770.449213840804, 6257.389750852169, 5977.909164046864, 5886.717579579532, 5896.60637744993, 5909.541238730609, 5607.846264378188, 5647.084667400293, 5711.106982525302, 5359.038674882265, 5517.98088203094, 5306.33532603197, 5025.627646437999, 5265.911607624994, 5375.429685164636, 5422.012634371945, 5073.396542526926, 5039.1688612086655, 5098.35860884481, 4855.816606397434, 4780.57526995748, 5060.083418790094, 5108.409866316842, 4784.531846940021, 4901.684231334605, 4806.979799670163, 4701.549291832581, 4653.016168376909, 4677.5927338738165, 4604.0829890285, 4517.824471664066, 4499.107396680769, 4680.086499788606, 4605.7730287703025, 4522.788909999582, 4560.385711491327, 4493.689518254336, 4500.190817059255, 4650.48574383024, 4638.593238981486, 4426.046948188389, 4451.005575618798, 4474.596457827849, 4248.834565501957, 4252.995178931892, 4455.869915067667, 4206.911789432272, 4179.07681394414, 4359.462726934652, 4388.422593736742, 4133.988623054666, 4115.1711034350365, 4123.324031601389, 4069.8871388716134, 4151.534541683879, 4210.126934232534, 4079.6668623379205, 4049.166005648514, 4201.606988098722, 4272.009110146014, 4037.809391486652, 3966.2481877467826, 4189.1117414677665, 4303.0014156831685, 4190.492653774901, 4205.328719767147, 4441.552326370861, 4075.368276251458, 4215.493200920187, 4130.465216606404, 4147.631809236135, 4250.465232602319, 4116.9245912443175, 4097.675029102969, 4366.665644697178, 4157.7922897296685, 4098.7405805102, 4063.232668314073, 4142.950975299121, 4139.454831584976, 4048.6071827951505, 4053.7319996816013, 4033.0625903798764, 4159.789235237006, 4002.724064522173, 4170.38680832424, 4023.9438822415113, 3973.312205444972, 4186.45951997883, 4074.662797648011, 4060.1383187769657, 4156.13288373974]","[6680.46015088464, 6680.46015088464, 6680.46015088464, 6452.4582175088335, 6452.4582175088335, 6452.4582175088335, 6270.206010198192, 5610.053372255682, 5610.053372255682, 5175.193073501849, 5175.193073501849, 4743.49931889699, 4743.49931889699, 4743.49931889699, 4743.49931889699, 4743.49931889699, 4743.49931889699, 4743.49931889699, 4743.49931889699, 4618.3055629384535, 4608.817129638622, 4591.61948169802, 4591.61948169802, 4591.61948169802, 4570.870067653584, 4534.372664012343, 4534.372664012343, 4524.0279415303285, 4524.0279415303285, 4524.0279415303285, 4389.224163241713, 4389.224163241713, 4389.224163241713, 4389.224163241713, 4225.192750127016, 4200.228836920275, 4200.228836920275, 4200.228836920275, 4200.228836920275, 4200.228836920275, 4200.228836920275, 4185.472790884215, 4133.247278094463, 4133.247278094463, 4133.247278094463, 4041.7002141434145, 4041.7002141434145, 4041.7002141434145, 4041.7002141434145, 4041.7002141434145, 4041.7002141434145, 4021.494802910342, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3802.6462858819195, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326, 3789.3836571935326]",0.9,0.0
3,0.2,1.5,0.2,3862.1000778209445,100,15,"[6336.816730488841, 6882.197797947439, 4453.143323203846, 6855.496867506919, 6920.1398430182635, 4392.457786365341, 4296.175016249544, 4971.221057586717, 5772.165460680741, 3982.873474140915, 5423.264123650477, 5938.9077312236495, 5308.109916899172, 4022.2968310473143, 3862.1000778209445, 5500.323454286346]","[37, 11, 0, 16, 26, 24, 30, 14, 10, 36, 22, 35, 13, 27, 18, 31, 32, 17, 21, 2, 19, 7, 23, 9, 8, 25, 6, 28, 12, 15, 5, 3, 4, 1, 33, 29, 20, 34, 38]",3.7881104946136475,"[7975.801328097737, 8204.193166921421, 8048.0222677345255, 8016.995305973725, 7566.874932021894, 7253.890374521436, 7018.284595761739, 6953.621465910151, 6668.988330850194, 6165.314142539484, 6112.086553455655, 6016.564820779649, 5729.080103841409, 5705.908482874686, 5817.451479547284, 5496.560594954834, 5295.631610674218, 5272.763256642231, 5508.556829704022, 5009.978125083379, 5211.740114265817, 4889.162739593565, 4580.142363663175, 4770.466637094457, 4846.985182468643, 4900.7872067829285, 4984.62710658817, 4784.172431862276, 4707.55153617829, 4830.37780581305, 4695.650211325786, 4553.327500786009, 4531.277975213819, 4613.46428618887, 4475.701162209401, 4625.1049831564205, 4619.138940725481, 4635.900151460431, 4509.0810353206225, 4349.986343974562, 4709.004696692756, 4575.625124724958, 4327.1746312461755, 4570.370126685937, 4325.200530284333, 4455.665493787564, 4530.232080389161, 4522.027806117462, 4347.5871088722, 4544.499445300737, 4486.839992538938, 4370.887005089204, 4447.958257310321, 4451.212760019567, 4428.797427863972, 4606.954936957984, 4295.93242610487, 4601.257060656925, 4365.90089932668, 4528.919192862922, 4454.146987768175, 4382.793268092452, 4521.901733984804, 4410.162719447667, 4488.081243809165, 4502.242240122707, 4420.966523461133, 4423.336065529062, 4516.263965852331, 4498.462886427212, 4406.62585125189, 4576.048103400189, 4440.021670867993, 4499.912189736203, 4526.001900003381, 4401.0303963719925, 4471.320053310012, 4370.8276008290395, 4390.494899714906, 4424.838894433952, 4372.798017334159, 4378.632449820045, 4442.67582902743, 4259.212363711764, 4463.341019333416, 4452.358461044114, 4257.549304016458, 4206.900034049127, 4337.802982849662, 4260.306884038851, 4430.004380485252, 4302.78402896961, 4313.9568517038315, 4343.920056259217, 4223.106194280923, 4223.373396290861, 4280.905325856078, 4383.213827745636, 4300.268229178102, 4207.204873215989]","[6920.1398430182635, 6882.197797947439, 6882.197797947439, 6882.197797947439, 6855.496867506919, 6336.816730488841, 5938.9077312236495, 5772.165460680741, 5500.323454286346, 5423.264123650477, 5423.264123650477, 5308.109916899172, 4971.221057586717, 4971.221057586717, 4971.221057586717, 4971.221057586717, 4453.143323203846, 4453.143323203846, 4453.143323203846, 4453.143323203846, 4392.457786365341, 4296.175016249544, 4022.2968310473143, 4022.2968310473143, 4022.2968310473143, 4022.2968310473143, 4022.2968310473143, 4022.2968310473143, 4022.2968310473143, 4022.2968310473143, 4022.2968310473143, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3982.873474140915, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445, 3862.1000778209445]",1.0,0.0
4,0.2,1.5,0.2,5938.829753290422,100,7,"[6405.688235880997, 6822.277638996746, 6214.435839931901, 6802.285719881978, 5938.829753290422, 6644.1587542855805, 6526.765021303104, 7103.729893766566]","[34, 8, 32, 9, 3, 28, 15, 0, 38, 37, 31, 18, 25, 29, 20, 33, 1, 12, 30, 23, 19, 13, 27, 7, 11, 22, 35, 36, 10, 14, 24, 5, 4, 6, 26, 16, 17, 21, 2]",3.826179265975952,"[8213.890952287444, 8015.549938888948, 8015.045934762197, 8242.623700499553, 8106.750235968927, 7894.190456371386, 7753.944084460335, 8145.374241708339, 8144.316037315946, 8018.832168472273, 7691.578368499811, 8111.481604313018, 8309.69444428352, 7793.346549655468, 7955.659617821056, 8095.172743344518, 8504.02016178536, 8247.662746094114, 7878.856465796479, 7771.43376265911, 7950.080725669451, 8153.367935829212, 8180.473608917002, 7706.925682951207, 7716.135136031892, 8328.063590355352, 7865.678486277035, 8373.788389102276, 8264.913145403983, 7839.556233435296, 8381.600040303489, 7926.975552975363, 7912.766011484076, 7672.238141888973, 8097.636657646895, 7877.817446210916, 7792.2979284394805, 8271.958595884784, 8025.291179228896, 8031.096971698606, 7912.983896453798, 8339.223265607237, 7759.47281897858, 8051.449246078657, 7807.64842998923, 7794.568811079536, 7760.769081665685, 8191.552725825112, 8105.6038112266715, 7762.724071534873, 7665.108889259119, 8249.298367598469, 8177.365663879527, 8107.993479409824, 8323.341054100069, 8204.292306513367, 8327.067651986383, 8164.695138180388, 8134.41200881948, 7790.691636130844, 8055.761215694685, 8019.68279332371, 8057.191287440741, 8351.06092212478, 8501.888806303843, 7891.2871268741565, 8224.430896006957, 8134.040979737294, 8135.52895811252, 8330.464117873806, 8112.8716738476605, 8367.15940157106, 8129.123269929692, 7970.0899780546315, 7922.512509872814, 7980.921314342185, 8179.144177493731, 7740.918674343586, 7622.782840139831, 8247.779331901129, 7952.625306369574, 7877.125774762884, 7890.5378992938695, 7837.496141728693, 8320.55838873791, 7922.9184706571305, 7789.76664357054, 8284.26141320381, 7916.177410598374, 8454.40889896794, 8107.204873392127, 7801.384882388765, 8037.899470497401, 7930.764408711172, 8010.86180965301, 8002.367926042769, 7880.6409238104225, 7997.340898165729, 8084.287551407659, 7712.68071799541]","[7103.729893766566, 7103.729893766566, 7103.729893766566, 7103.729893766566, 7103.729893766566, 6822.277638996746, 6822.277638996746, 6822.277638996746, 6822.277638996746, 6802.285719881978, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6644.1587542855805, 6526.765021303104, 6526.765021303104, 6526.765021303104, 6526.765021303104, 6526.765021303104, 6526.765021303104, 6526.765021303104, 6526.765021303104, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6405.688235880997, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 6214.435839931901, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422, 5938.829753290422]",0.6,0.1
5,0.2,1.5,0.2,5675.1797601552435,100,2,"[5675.1797601552435, 6387.765616854262, 6972.201064338749]","[15, 14, 38, 3, 16, 0, 26, 12, 30, 24, 10, 36, 22, 13, 27, 28, 6, 25, 8, 9, 23, 7, 37, 11, 35, 2, 19, 21, 31, 32, 34, 17, 18, 20, 33, 1, 29, 4, 5]",3.9210665225982666,"[8130.947296539118, 7915.561358184854, 8301.395615571677, 7730.818611856108, 8339.75840636929, 8067.966953086701, 7939.649707468825, 7694.599013151999, 8221.78720008103, 8189.475965942847, 7946.404738822935, 8261.642634833448, 8032.16414419792, 8008.29770632477, 7798.585770677872, 8020.857931171163, 8615.965086229156, 8273.183482067616, 8082.741042125452, 8174.552996691908, 8333.523081216865, 8013.399181469127, 8179.3649290715275, 7909.17612947663, 7744.707087734465, 8288.054960810212, 8606.540646335732, 7753.603889683183, 8268.885093280607, 7659.381493338269, 8170.690080957269, 7554.5509738709925, 7957.348976697807, 7831.277829142511, 8234.202641409658, 7579.850792020297, 8042.001535498566, 7885.675654182742, 8538.656085116363, 7940.069846560529, 7761.600411120086, 8271.400057742609, 8069.61886512778, 7914.955307380519, 8106.61001869049, 7742.649695144816, 8218.965104274355, 8054.106341832939, 8140.185335064134, 7992.786768485023, 7899.704084969775, 7806.122080999453, 8170.980234600694, 8134.299873092513, 7775.356760111342, 7891.317726547063, 8410.414005122333, 7920.185191008267, 8024.006852946948, 7973.9597521578635, 7912.149329395458, 8339.039601845883, 8018.167890243951, 8207.359110163725, 7947.638449396856, 7697.367092261966, 7952.3738299078805, 8125.4108792015495, 7975.628060115741, 8292.641299129853, 8045.396496426615, 8403.808023833748, 8340.878308444197, 8490.542467792247, 7679.534200062338, 7917.129650246937, 8201.488069449826, 7935.1325436375, 8311.71054445694, 7649.4855639766365, 8230.377367755227, 8126.694794489706, 8221.865466684414, 7942.754644859224, 7804.793596030676, 8327.788997655778, 8351.239851107013, 8077.660290389969, 8100.6014111700615, 8094.970045715398, 8205.22575451442, 8046.991055278586, 8094.0754819140275, 7959.113191001876, 8011.098268294512, 7862.116699197427, 8217.462211729406, 8556.906698465005, 7936.0614475099155, 8162.3628589901155]","[6972.201064338749, 6972.201064338749, 6972.201064338749, 6387.765616854262, 6387.765616854262, 6387.765616854262, 6387.765616854262, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435, 5675.1797601552435]",0.8,0.1
