,alpha,beta,fi,ro,q_0,best_cost_found,update_count,lowest_cost_update_count,lowest_costs_found,best_solution_found,time_s,avg_costs_found,best_costs_found
0,0.2,1.5,0.2,0.2,0.2,4405.822232021229,100,9,"[5764.437028377258, 4905.510990039751, 5034.423493904698, 5006.947631754867, 5616.556005777654, 5040.647987592982, 5906.010170721335, 4405.822232021229, 6203.44051695915, 4575.166052170418]","[19, 18, 27, 13, 35, 22, 36, 10, 14, 37, 7, 2, 23, 8, 9, 17, 21, 32, 29, 34, 20, 33, 1, 4, 3, 12, 0, 26, 24, 16, 15, 5, 28, 6, 25, 38, 30, 11, 31]",47.95487713813782,"[7374.653063663405, 7102.463832531146, 6747.817247392688, 7150.231815601945, 6675.6096200530865, 6571.535334967734, 6255.138491270038, 6592.019055612635, 6152.488259140491, 5842.152006155254, 6031.068419694886, 6174.810073657878, 6347.634374048052, 6495.119752240563, 6062.285488027911, 6217.3744026336635, 6392.0429110403, 6178.818169902153, 6334.319607822918, 6290.5259862972525, 6208.785280918532, 6041.535150047607, 6276.5201284293835, 6048.807873799263, 5887.259080753305, 5935.019522379394, 6232.160079372776, 5954.316564573452, 5847.037453923525, 6008.91538514481, 5879.781917482423, 5699.430954829256, 6201.443821242074, 6385.106472330047, 6195.77076499291, 6061.448554059332, 6351.584257321899, 6099.403973104377, 5886.759904692836, 6040.629556630721, 5972.602422649616, 6305.054124321731, 6123.996189542464, 6313.082932904845, 5910.1396243325635, 6074.932946658648, 6057.476108007416, 6086.325881392985, 6176.821349042361, 5886.829160406981, 6283.2921100540825, 6207.269786305173, 6207.286154159374, 6479.551747411134, 5872.2617730163565, 5709.155370440266, 5863.672700576529, 6108.914826492121, 6045.1794388040435, 5972.728204223613, 5980.470069280729, 6032.360464883777, 6174.532368785927, 6086.387737190396, 5996.276333109387, 6340.64188637634, 5768.691580710058, 5890.5073137096015, 6102.476838773959, 6252.09104413684, 6262.12665937007, 6123.496251910945, 6188.091859158249, 6174.35941323378, 6119.777565759446, 5995.394139151196, 5753.482799371917, 5882.47784521375, 6020.8337254104235, 6107.862120326335, 5887.002759454467, 6084.811373070183, 5610.764823805729, 5825.923450941775, 5637.557816976731, 5943.216047372478, 5743.444339704784, 5914.098264397537, 5718.1464369410805, 6223.882545648196, 5943.256423337788, 6008.308053405393, 6152.927268787072, 6016.225970508426, 6046.011114564864, 5899.665913834713, 6369.66892367986, 5903.974289258372, 6210.153296952965, 5891.87042937646]","[6203.44051695915, 6203.44051695915, 5906.010170721335, 5906.010170721335, 5764.437028377258, 5764.437028377258, 5616.556005777654, 5616.556005777654, 5616.556005777654, 5040.647987592982, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5034.423493904698, 5006.947631754867, 5006.947631754867, 5006.947631754867, 5006.947631754867, 5006.947631754867, 5006.947631754867, 5006.947631754867, 5006.947631754867, 5006.947631754867, 4905.510990039751, 4905.510990039751, 4905.510990039751, 4905.510990039751, 4905.510990039751, 4905.510990039751, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4575.166052170418, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229, 4405.822232021229]"
1,0.2,1.5,0.2,0.2,0.4,4244.845764573745,100,6,"[5475.967647568324, 5391.997861290989, 4721.609195363826, 4244.845764573745, 5429.70446322872, 5658.963758443415, 4956.400043022803]","[24, 26, 16, 15, 5, 12, 6, 3, 4, 1, 33, 29, 25, 8, 32, 31, 23, 37, 14, 10, 0, 30, 9, 38, 28, 20, 34, 17, 21, 2, 18, 19, 27, 7, 11, 13, 35, 22, 36]",46.596792697906494,"[6142.625059765711, 6699.350624145404, 6318.234441465164, 6438.2768042741445, 6195.4417935927, 6347.259164076518, 5928.590018649268, 6092.600431804274, 6075.151308575358, 5961.1622974594775, 6004.053997631423, 5798.009202484464, 5786.434287160743, 5462.174660295578, 5776.882500187319, 5424.948348632779, 5738.876412763218, 5987.5954253823875, 5292.1405125881665, 5648.971002066588, 5671.860083903795, 5569.55551094956, 5801.936313668105, 5657.281696201641, 5695.242327332315, 5761.719345765579, 5426.0254920543375, 5789.241335586448, 5367.028350481727, 5830.517753686474, 5667.227144905446, 5262.332407710525, 5489.387366593213, 5184.333607232471, 5536.318968459192, 5640.46514964975, 5417.73755157065, 5424.70341889862, 5725.682476459659, 5524.047881896707, 5602.051929844342, 5504.512101917169, 5621.070074565842, 5861.555395123796, 5213.9775869192335, 5429.607017068403, 5982.16865137275, 5621.871715283136, 5532.761838291648, 5730.241960206383, 5455.72535522554, 5642.017676680216, 5778.443978075506, 5364.468168405681, 5466.198279104771, 5430.244983822305, 5540.432467924511, 5595.445927952478, 5490.502316897208, 5633.823675084114, 5298.350864496586, 5746.886172364604, 5698.530131532171, 5614.858855566405, 5920.304844935497, 5923.610736394969, 5974.0949971768805, 5398.136803741218, 5751.708458376566, 5755.959570965561, 5680.81246881811, 5732.370996999189, 5511.1869349254275, 5745.777970689486, 5885.395831563534, 5454.731708723984, 5511.72491415751, 5485.206538580545, 6102.673797154751, 6080.5895271967465, 5471.051785722832, 5719.147390702998, 5349.4667750293065, 5761.261307354779, 5679.701959507822, 5600.162036302808, 5590.363483683849, 5659.450415196581, 5786.216821517139, 5859.920471026275, 5859.51868476701, 5799.66300238492, 5623.286924624959, 5687.74766286751, 5424.746476146065, 5665.803982146628, 5768.352861138106, 5472.526103428809, 5832.4725042831, 5647.754272504544]","[5658.963758443415, 5658.963758443415, 5475.967647568324, 5429.70446322872, 5391.997861290989, 5391.997861290989, 4956.400043022803, 4956.400043022803, 4956.400043022803, 4956.400043022803, 4956.400043022803, 4956.400043022803, 4956.400043022803, 4721.609195363826, 4721.609195363826, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745, 4244.845764573745]"
2,0.2,1.5,0.2,0.2,0.6,3967.0942766973526,100,6,"[4385.235052482069, 4453.250547916652, 4615.074726713238, 4266.698001767741, 4401.8743542195225, 4379.6403161636745, 3967.0942766973526]","[38, 20, 34, 8, 29, 33, 1, 4, 3, 6, 25, 28, 15, 5, 12, 0, 16, 26, 24, 10, 14, 37, 11, 36, 22, 35, 13, 27, 7, 19, 18, 2, 21, 17, 32, 31, 9, 23, 30]",46.64814901351929,"[5693.540034011038, 5679.83699912609, 5695.539658725166, 5639.144457708148, 5857.613238227878, 5916.617415050535, 5406.674804616979, 5562.381187790703, 5662.850722515117, 5703.532961755837, 5447.070123074782, 5505.5308409654945, 5413.088699655255, 5625.821298929627, 5141.955100739587, 5016.895228872514, 5359.686076229431, 5346.197335140408, 5570.925968273075, 5063.985978158568, 5307.3004374399725, 5496.210623752263, 5154.195989238114, 5394.287983086879, 5213.764405667147, 5404.554942410573, 5337.4598431803315, 5226.897661162979, 5354.66085528968, 5350.834881097458, 5406.077678933305, 5079.0882127017085, 5014.382815826111, 5323.81973081507, 5379.248189485564, 5235.219855913986, 5193.802716163866, 5291.363150532853, 5540.476312078841, 5175.38901623331, 5317.487339949132, 5390.027716139381, 5133.8335007147925, 5131.100950047306, 5413.708150903122, 5679.501094503617, 5382.737519289739, 5504.743698359841, 5308.4637254798345, 5094.689634862329, 5274.29568310694, 5002.911027989917, 5374.567877486053, 5377.9649173865355, 5356.617775066223, 5152.189612900195, 5306.5337678819715, 5296.600292261852, 5135.989636756919, 5317.103618356346, 5699.296188115055, 5284.2516486221575, 5591.544972639814, 5559.474647262005, 5274.959431571264, 5183.960370212827, 5414.250336901681, 5227.388036358156, 5481.442285642437, 5300.417416266729, 5155.583212293799, 5028.111348952913, 5359.220934826947, 5158.455105512953, 5194.000195249898, 5173.1985403759045, 5531.907493786414, 5292.251023137935, 5104.851964504608, 5046.802227578016, 5487.049091525779, 5277.522224424981, 5159.862097654051, 5021.107344687055, 4902.687445627919, 5235.131267366869, 5274.2670140128885, 5176.580023337768, 5231.53548886255, 5057.246211345377, 5245.232731587883, 5081.177143686741, 5582.569711445485, 5454.758804545834, 5264.365954923767, 5283.349852531585, 5427.122478042582, 5594.520510223554, 5006.536378297667, 5463.912594007367]","[4615.074726713238, 4453.250547916652, 4453.250547916652, 4453.250547916652, 4453.250547916652, 4453.250547916652, 4453.250547916652, 4401.8743542195225, 4401.8743542195225, 4401.8743542195225, 4401.8743542195225, 4401.8743542195225, 4401.8743542195225, 4401.8743542195225, 4385.235052482069, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4379.6403161636745, 4266.698001767741, 4266.698001767741, 4266.698001767741, 4266.698001767741, 4266.698001767741, 4266.698001767741, 4266.698001767741, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526, 3967.0942766973526]"
3,0.2,1.5,0.2,0.4,0.2,4628.778479950948,100,5,"[5227.507774221194, 4940.407164401843, 5583.261279723881, 4628.778479950948, 5622.324852465044, 4827.765053182762]","[30, 0, 16, 26, 24, 10, 18, 7, 23, 31, 32, 9, 25, 6, 3, 4, 1, 33, 20, 29, 8, 34, 17, 21, 14, 37, 11, 36, 22, 35, 13, 19, 2, 27, 38, 12, 28, 5, 15]",47.626140832901,"[7283.764076270655, 7449.3976925048555, 6993.2225439158865, 7158.397379025919, 7015.3656808734495, 7175.301447244521, 6810.144801201165, 6594.092281821375, 6254.076056950602, 6801.883749309991, 6930.341357324748, 6764.209793876886, 6585.126328668033, 6663.717909731124, 6213.3820766760455, 6602.492975626083, 6149.218760590177, 6194.230109464375, 6332.292783816095, 6099.626903121008, 6402.993991623326, 6336.189272777008, 6593.599151346828, 6219.6225130626735, 6306.142463021131, 6415.954354217184, 6400.831401291766, 6376.186912212234, 6314.118091512023, 6462.025188192268, 6274.884249151974, 6316.070365093778, 6393.9301394143795, 6247.479746444558, 6328.49798586328, 6666.590818837909, 6291.823130203387, 6464.307305478357, 6484.677850285691, 6216.322320316339, 6333.234252061926, 6602.512314497873, 6260.247673043014, 6520.855210330295, 6188.8629173923955, 6396.194067590013, 6285.026672832219, 6342.132220856198, 6409.605953824512, 6054.614304785207, 6422.760892463624, 6423.181093492675, 6202.521009709745, 6347.392456404859, 6826.6398693116425, 6436.944184334083, 6149.5089214835725, 6189.103736322014, 6507.14712371251, 6006.203872298402, 6208.633586148846, 6498.992117356552, 6071.58824968129, 5878.699938350223, 6343.590652079934, 6135.091402860211, 6118.729728420769, 6394.05240015283, 6039.350947241368, 6595.998041815377, 6300.827007691633, 6256.06286545095, 6413.909168103063, 6309.600747169263, 6169.562332110983, 6264.051864745593, 6340.534110650428, 6328.189846470346, 6320.154811609381, 6421.428737799586, 6056.652152093549, 6806.933614545445, 6059.54347739575, 5963.859155799645, 6376.29074240855, 6306.521037446402, 6426.644100730645, 6054.447360048771, 6387.452071704329, 5976.302257564848, 6024.233999832554, 6088.301368025379, 6385.224498955526, 6374.399516621432, 6434.527324921523, 6523.631639106561, 6394.077260898828, 6300.831292033232, 6187.854244152117, 6410.324409120267]","[5622.324852465044, 5622.324852465044, 5622.324852465044, 5622.324852465044, 5583.261279723881, 5583.261279723881, 5583.261279723881, 5583.261279723881, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 5227.507774221194, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4940.407164401843, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4827.765053182762, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948, 4628.778479950948]"
4,0.2,1.5,0.2,0.4,0.4,4162.222763254532,100,10,"[4576.901091809539, 4898.014127114885, 6019.9677532165815, 5283.174666987952, 4162.222763254532, 5127.087214455209, 5165.95495548997, 5552.6538859367665, 5106.144810008331, 5204.39017426364, 5724.837631986203]","[9, 31, 23, 7, 13, 35, 22, 10, 24, 26, 0, 12, 6, 25, 3, 4, 1, 33, 29, 20, 34, 8, 32, 17, 21, 2, 18, 27, 36, 11, 37, 14, 30, 38, 28, 5, 15, 16, 19]",48.208911180496216,"[6611.862738650695, 6764.642911916651, 6408.908774583106, 6614.3075589362, 6335.023507314805, 6630.289750154759, 6009.041388701199, 6189.7307147631, 6129.436449584549, 6082.873142366926, 6542.912054037219, 6036.74959451995, 6100.98558697064, 5849.111614924701, 5916.586218977321, 6011.939586209378, 6169.241290239726, 6113.64611296223, 6043.693344095439, 5852.984189813629, 5507.511146763909, 5812.038249568913, 6007.377704190634, 5945.802760675698, 5851.531089226033, 5714.487029706843, 5552.132808515396, 5902.325826497228, 5872.145567259447, 5918.097146197599, 5559.322569484813, 5926.522816442017, 5514.959113111791, 5614.620264291391, 5983.232398186441, 5919.934834960864, 5845.403653896773, 5791.870417737073, 5941.9759011293, 6013.806391620001, 6024.077816995805, 5915.931276303824, 5764.154257165512, 5788.37892802913, 5610.301595377431, 6076.043537093594, 6011.868366404086, 5867.394706453968, 5698.083786357619, 6122.997327049689, 6246.033599754004, 6126.361313873628, 5937.966925846153, 5586.543798626963, 6039.291524836773, 5916.955233901627, 5897.875248164229, 5688.336203597153, 6214.708028125266, 5936.900140585896, 5797.222422748813, 5933.5636711065545, 6222.569194404818, 5825.642722070834, 5800.386720074691, 5705.547206195934, 5655.850953939911, 5947.77515193377, 5684.213469781936, 5572.126303570994, 5574.5571127048115, 5740.604157240863, 5832.872880599775, 5773.22771640602, 5641.690179439736, 5973.121125959089, 5767.941605803426, 6002.8784650095895, 6052.947255603367, 5759.476865882684, 6054.735772553575, 5863.5944794450215, 5599.084419183731, 5597.818849085028, 5987.382702896709, 5850.954309566008, 5429.839733637777, 5807.8724551049, 5804.412052641262, 5884.268107102309, 5986.37182648988, 5670.150148586556, 5936.704879369597, 5614.97985979483, 5944.507774520823, 6120.78227125579, 5820.878807990021, 5691.474425092189, 5780.711749885003, 5809.607593651402]","[6019.9677532165815, 5724.837631986203, 5552.6538859367665, 5552.6538859367665, 5283.174666987952, 5283.174666987952, 5204.39017426364, 5204.39017426364, 5204.39017426364, 5204.39017426364, 5204.39017426364, 5204.39017426364, 5165.95495548997, 5127.087214455209, 5106.144810008331, 5106.144810008331, 5106.144810008331, 5106.144810008331, 4898.014127114885, 4898.014127114885, 4576.901091809539, 4576.901091809539, 4576.901091809539, 4576.901091809539, 4576.901091809539, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532, 4162.222763254532]"
5,0.2,1.5,0.2,0.4,0.6,4151.8450858816195,100,4,"[4197.889301851244, 4203.173030929834, 4750.319480199559, 4241.7362564870145, 4151.8450858816195]","[29, 20, 34, 8, 25, 6, 28, 38, 30, 0, 10, 14, 37, 7, 23, 9, 31, 32, 17, 21, 2, 18, 19, 13, 27, 11, 36, 22, 35, 24, 26, 16, 15, 12, 5, 3, 4, 1, 33]",47.560922622680664,"[6000.96767165923, 6102.128120040083, 5633.212108106303, 6087.93161477459, 5775.181697002674, 5596.375432033641, 5828.267396158952, 5554.864012273698, 5699.991702773797, 5281.032231056428, 5869.343020687724, 5131.739046012133, 5476.140757176837, 5594.118003799131, 5861.079047117719, 5252.297632305135, 5649.811846654276, 5560.897151422427, 5477.485423605415, 5744.988243067278, 5439.437070876071, 5542.2736680736025, 5411.003952320089, 5388.558651142664, 5256.079829751738, 5223.07434361521, 5390.350287285021, 5374.8854734634315, 5264.367405466008, 5176.7879268538845, 5385.107718416921, 5459.880484270885, 5553.008644281881, 5348.583726887185, 5600.421135317774, 5291.284180521016, 4973.404475849917, 5208.767399141273, 5567.9134697151185, 5229.984269873048, 5235.244457564239, 5474.675230395593, 5545.160737869969, 5546.1191627281005, 5503.914772550922, 5326.160258013446, 5372.027914109334, 5444.869411141002, 5261.314184230754, 5305.02635140305, 5407.232728407458, 5378.378663892816, 5334.453560177113, 5317.117310714887, 5225.450496639721, 5411.179187741871, 5433.193180053478, 5318.419777055675, 5231.389827360042, 5222.368904874924, 5378.112384011887, 5377.686387644282, 5133.833274222363, 5673.670946524086, 5337.654228973494, 5246.532070853615, 5352.277143591064, 5723.892862082342, 5093.335300784055, 5194.245833516584, 5020.826617156914, 5391.141222908163, 5264.688152237955, 5324.7614533648575, 5592.8201816442315, 5463.242511677638, 5442.221874347797, 5495.491419302466, 5519.797561782684, 5675.570981027846, 5364.544993109989, 5354.414642065075, 5453.232383960566, 5125.456757675386, 5379.525688370652, 5304.421242795277, 5023.799336233375, 5398.959949260911, 4973.6890118380925, 5254.4428892421, 5351.052483289275, 5339.693996866781, 5094.251298122623, 5193.883582333257, 5122.758838664476, 5371.923732938241, 5614.512057564856, 5211.5313356157885, 5243.430207443824, 5083.925907220717]","[4750.319480199559, 4750.319480199559, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4241.7362564870145, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4203.173030929834, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4197.889301851244, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195, 4151.8450858816195]"
