,alpha,beta,pheromone_residual_coefficient,best_cost_found,update_count,lowest_cost_update_count,lowest_costs_found,best_solution_found,time_s,avg_costs_found,best_costs_found
0,0.2,1.5,0.2,4623.066883573813,100,10,"[5344.054510780987, 6341.921064932825, 4645.032413881311, 6475.604866932528, 4623.066883573813, 5011.615496246674, 4884.33051421553, 4791.88162332504, 5596.055587155343, 5502.600627540438, 5631.687393086938]","[24, 30, 15, 5, 0, 14, 11, 13, 27, 19, 18, 7, 31, 2, 21, 17, 32, 33, 1, 25, 6, 28, 12, 38, 4, 3, 29, 20, 34, 8, 9, 23, 37, 35, 22, 36, 10, 26, 16]",2.87693452835083,"[7820.026071225939, 7743.292148570903, 7536.828789242654, 7136.273890014058, 7130.082705895247, 6926.083816282366, 6817.074246221428, 6876.652266803052, 6621.004625140656, 6241.106761309776, 6269.721865634301, 6236.853503912428, 6279.7774639627805, 6150.409672454443, 6394.164051174965, 6101.916365102403, 6049.697425427607, 6121.684315655838, 5979.032970708674, 5757.676667234205, 5889.081299953042, 6103.498211931901, 5878.370448807838, 5955.241686698877, 6247.528060751751, 5991.497663144585, 6297.848306417266, 5787.552594026017, 5933.69355958306, 5855.02392038557, 5878.442055636397, 5940.177218050937, 6017.6399535212495, 6052.478882798098, 6069.543195486591, 5863.871413979551, 5718.040980950145, 6012.384473527391, 6074.546187093062, 6106.967928131989, 6157.050447899735, 6031.411175564153, 6018.118015850458, 5797.29087845572, 6005.450992306994, 6135.942352087474, 5851.972186163516, 6033.183484224637, 6068.113017655281, 5982.429105882045, 6087.685202857627, 6091.256712854319, 6010.045460619682, 6097.476681721969, 5985.68488603409, 5919.727242726623, 6308.2268497878285, 6063.500846950307, 6255.879717660063, 5815.998431482871, 5939.069326197607, 6089.5244112892715, 6144.06257729581, 5811.955925689851, 5850.225829570481, 6201.072730336447, 6057.280555366455, 6066.789837342309, 6010.899995829653, 6089.815129022984, 5938.103114697884, 5846.01771713146, 5828.207959607747, 6202.169145902699, 6027.094663113485, 5978.974829370292, 5984.7210908465695, 5818.310344479053, 6051.195375328239, 6169.464929247083, 6064.127726191762, 5879.933285936475, 5682.888118324391, 5932.229606843638, 5882.821240892288, 6028.582590760457, 5775.367608009381, 6052.656593822922, 5913.97970434011, 6020.33168599494, 6151.643691228558, 6010.303345264564, 6247.561500499871, 5959.666472012221, 6346.534566450512, 6291.966571342558, 6047.225643593486, 6181.159993281856, 6305.403580238684, 6075.509571294855]","[6475.604866932528, 6475.604866932528, 6475.604866932528, 6341.921064932825, 5631.687393086938, 5631.687393086938, 5631.687393086938, 5596.055587155343, 5596.055587155343, 5502.600627540438, 5502.600627540438, 5344.054510780987, 5344.054510780987, 5011.615496246674, 5011.615496246674, 5011.615496246674, 4884.33051421553, 4884.33051421553, 4791.88162332504, 4791.88162332504, 4791.88162332504, 4791.88162332504, 4791.88162332504, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4645.032413881311, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813, 4623.066883573813]"
1,0.2,1.5,0.4,4635.136028329936,100,9,"[6112.301179852446, 6082.478366187023, 5509.5315943689775, 6316.26148611802, 5265.524742153527, 4977.906276448822, 6870.998310905976, 6072.079157151757, 4635.136028329936, 5118.611004248983]","[31, 23, 35, 22, 36, 13, 27, 18, 19, 2, 21, 32, 29, 20, 33, 8, 25, 6, 38, 30, 14, 37, 7, 11, 10, 24, 26, 16, 15, 0, 12, 28, 5, 3, 4, 1, 9, 34, 17]",2.9283740520477295,"[7952.218070310511, 7633.410968549518, 7984.704637392267, 8066.969590197885, 7386.101805047644, 7362.728038824882, 7643.520233573812, 7217.33352068321, 7275.604693728758, 6984.582394980971, 7163.742172108922, 7498.895524923524, 7108.1198810536425, 7057.278128768719, 6669.131410677079, 6694.852298220368, 6370.874993520173, 6913.7999521614865, 6467.692874255129, 6474.214168461875, 6340.835911858508, 6239.075872315843, 6318.662380720106, 6645.645186258995, 6469.070235589609, 6486.65084963165, 6396.06395973155, 6478.997149862562, 6452.439788124918, 6348.840366267999, 6484.210527847348, 6306.274664360053, 6340.489346443088, 6418.7920144631735, 6309.380764724376, 6405.849077520995, 6460.819459608584, 6106.896744077998, 6185.178962547547, 6191.543813152847, 6167.249333133248, 6248.417504491624, 6340.072314342515, 6478.470459620785, 6586.360122939802, 6106.778386835993, 6132.086794487654, 6349.80070692592, 6294.975650294791, 6185.1424080247625, 6438.246549309958, 6526.031351801734, 6316.9160227180855, 6401.656707642475, 6331.309850300729, 5981.015084963989, 6204.331089664747, 6334.532007049036, 6036.313143197548, 6401.60270072445, 6559.340715110286, 6268.456631571475, 6450.363853794611, 6638.782056401367, 6485.665122621723, 6153.237925824555, 6518.3852937955435, 6118.408317924704, 6428.074326562879, 6312.516970343614, 6141.600540824058, 6369.661461046571, 6373.808075911282, 6363.262774807786, 6140.919206573438, 6317.931459499143, 6304.774485890365, 6587.845464966382, 6279.081500885323, 6373.637584300495, 6388.961392809415, 6336.0353700163405, 6521.218109642329, 6128.709126302538, 6331.858831506367, 6252.308704273382, 6679.211701709233, 5982.4251405981995, 6178.179977747094, 6321.414197522647, 6331.403328792894, 6011.998798729792, 6450.158880287531, 6538.180818085597, 6144.84295648, 6219.804751829009, 6158.374924675854, 6277.540356882853, 6319.960806851074, 6510.927781265585]","[6870.998310905976, 6316.26148611802, 6316.26148611802, 6316.26148611802, 6316.26148611802, 6316.26148611802, 6316.26148611802, 6316.26148611802, 6316.26148611802, 6112.301179852446, 6112.301179852446, 6112.301179852446, 6082.478366187023, 6072.079157151757, 5509.5315943689775, 5509.5315943689775, 5265.524742153527, 5265.524742153527, 5265.524742153527, 5265.524742153527, 5265.524742153527, 5265.524742153527, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 5118.611004248983, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4977.906276448822, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936, 4635.136028329936]"
2,0.2,1.5,0.6,5037.865829920087,100,7,"[5921.869563343471, 6955.378298943248, 5037.865829920087, 6033.785993254232, 5331.442384030798, 6069.93999533203, 5528.87198757413, 6009.248195602034]","[14, 37, 30, 38, 6, 9, 32, 21, 17, 2, 18, 19, 23, 34, 20, 33, 25, 8, 31, 35, 27, 11, 7, 10, 13, 22, 36, 24, 26, 0, 16, 15, 5, 28, 3, 29, 4, 1, 12]",2.907843589782715,"[8197.085372816355, 7985.052085149864, 7845.472855485114, 7902.8757073721135, 7256.678779557509, 8068.473722029182, 7681.602283300812, 7769.715848527017, 7617.6064939277585, 7061.546318717663, 7328.903198839069, 7303.742446932918, 7156.241276920405, 7404.260019991112, 7269.197101430812, 7221.5173551125845, 7151.202814308829, 7161.319735015107, 7126.2463933114805, 7062.640133139878, 6840.528793423032, 7200.638390150355, 7303.9429382970075, 6834.993018557546, 6795.650233707701, 6843.888311301127, 7125.18856654371, 6961.823882013727, 7011.990623038262, 6936.956166452341, 7219.536886654486, 6730.065631539187, 6950.445740361918, 6930.250723358981, 7289.628304972828, 6741.111973974395, 6716.5612513399055, 7064.4964585976995, 6882.35821087297, 6886.702013546741, 6795.238796678485, 7073.014061328504, 6343.985456109138, 6500.016693672564, 6590.764006716656, 6689.769430811213, 6839.598755359431, 6819.610067943232, 6816.049009093554, 6439.316421262301, 6465.311872438643, 7000.296252881487, 6968.344828735569, 6641.074108422404, 6949.759025480654, 6958.191986767308, 6546.281096748378, 6729.63069786193, 6906.465374641882, 7239.28224772732, 6780.03201829279, 6605.168266701114, 6560.301745327795, 6703.231096668965, 6676.828708799292, 6994.957535650869, 6703.152431357719, 6560.899769985704, 6640.516060513639, 6682.2558021941395, 6754.571337938995, 6801.911240152865, 6729.959228503672, 6646.986123613975, 6823.6962822812275, 6800.095981834378, 7081.661028775688, 6826.69379046307, 6869.4123736332285, 6899.00890904468, 6895.897195527768, 6964.6614481614115, 7005.552266478226, 6625.934189020202, 6640.505268621993, 7104.398879048186, 6908.563582104645, 6602.244890156375, 6554.877286701163, 6896.1418484457445, 6672.15245269368, 6713.954616658887, 6502.188594332807, 6313.941184786097, 6711.849237765187, 6948.656336585572, 6961.728655932269, 6690.723407022073, 6540.575603651625, 6745.025369135624]","[6955.378298943248, 6955.378298943248, 6955.378298943248, 6955.378298943248, 6069.93999533203, 6069.93999533203, 6069.93999533203, 6069.93999533203, 6069.93999533203, 6033.785993254232, 6033.785993254232, 6033.785993254232, 6033.785993254232, 6033.785993254232, 6009.248195602034, 5921.869563343471, 5921.869563343471, 5921.869563343471, 5921.869563343471, 5921.869563343471, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5528.87198757413, 5331.442384030798, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087, 5037.865829920087]"
3,0.2,1.5,0.8,5300.750141625262,100,13,"[7371.852094006624, 6797.047543091517, 6221.058514965336, 6929.966970062774, 7250.286075701755, 7000.73836859347, 5874.73792574092, 5753.472897827332, 6142.722506186876, 6615.098269078447, 7064.531931337727, 6969.547134582881, 5300.750141625262, 6782.779671687793]","[3, 4, 1, 29, 34, 25, 15, 0, 24, 26, 16, 5, 28, 6, 21, 32, 31, 7, 23, 9, 8, 33, 20, 12, 30, 38, 10, 14, 37, 11, 36, 35, 22, 13, 27, 19, 2, 18, 17]",2.9324097633361816,"[8159.7499883225855, 8157.889910670965, 7957.756473632877, 8086.057286866091, 7599.091271033196, 7971.31552539678, 8209.530845171206, 7895.512284666375, 8027.738551800193, 8039.206928769451, 7662.930524972566, 7549.962386186691, 7705.776987648865, 7742.503411489609, 7759.307571565882, 7580.212791530188, 7798.863868301004, 7442.649487787841, 7775.258097985728, 7108.662429178594, 7850.624246915798, 7531.973241557903, 7616.089016444498, 7481.05834597055, 7608.786708470501, 7702.763385362841, 7893.874026669464, 7480.589906029233, 7255.784828378947, 7419.437372821153, 7474.116774574696, 7378.179872153181, 7250.810560897284, 7305.890208655166, 7468.0350092760955, 7650.177800109168, 7518.228358431889, 7495.268178655848, 7387.4683244633725, 7382.514974587777, 7181.506407422954, 7386.308507675541, 7005.140932703776, 7294.897444530512, 7437.400246241386, 6880.853643753542, 7415.544355571513, 7205.087643208222, 7020.151300146358, 7264.721244921016, 7045.840098376701, 7289.486782540631, 6818.1363796601, 7156.00359319814, 6940.443234299237, 7192.5852607314755, 7357.055940449315, 7624.884861562479, 6914.545626483446, 6766.50819799094, 6898.850108730131, 7388.984190109402, 7288.61461888916, 7422.73940175804, 7259.327357383353, 7372.150157229412, 7127.651907990013, 6999.333076803605, 7228.296516936498, 6810.865997031183, 7152.3327245750825, 7092.731981112825, 7115.465423313864, 7080.732290507997, 7202.375074547997, 7025.082762051563, 7246.968196342248, 6953.322626375814, 7174.321177167976, 7008.057414297458, 7024.755900808775, 6981.123781632678, 7466.466176900927, 7008.861369434987, 7537.964263889711, 7180.4029005838065, 7437.347194118796, 7113.803892731476, 7041.372519082668, 7197.2936633313275, 7252.816064714793, 7068.2704517947805, 7368.497876887329, 7129.919173670726, 7125.5554609470055, 7179.403149639921, 7213.5178087154545, 7176.610085838115, 6840.521360899467, 7329.947846980782]","[7371.852094006624, 7371.852094006624, 7250.286075701755, 7064.531931337727, 7000.73836859347, 6969.547134582881, 6929.966970062774, 6797.047543091517, 6797.047543091517, 6797.047543091517, 6782.779671687793, 6615.098269078447, 6615.098269078447, 6615.098269078447, 6615.098269078447, 6615.098269078447, 6615.098269078447, 6221.058514965336, 6221.058514965336, 6221.058514965336, 6221.058514965336, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 6142.722506186876, 5874.73792574092, 5874.73792574092, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5753.472897827332, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262, 5300.750141625262]"
4,0.2,2.0,0.2,4089.726463480199,100,8,"[5440.892634688284, 6056.792139624415, 5902.408246305855, 4561.213865524941, 4339.755438241021, 5332.111025029387, 6295.674488613921, 4376.2515973468835, 4089.726463480199]","[0, 24, 14, 10, 36, 22, 35, 13, 7, 23, 38, 30, 12, 28, 3, 4, 1, 33, 20, 29, 8, 34, 32, 31, 21, 17, 2, 19, 18, 27, 11, 37, 25, 9, 6, 5, 15, 16, 26]",2.8355140686035156,"[6824.625966463881, 7026.284653274664, 6993.327093734535, 6659.092853155428, 6380.75871613606, 6380.76158191071, 5860.0192067781345, 6081.535242312821, 5795.346713290505, 5748.3291496316915, 5631.817813902163, 5651.727618713094, 5761.584748533761, 5664.730645963422, 5530.6020218381545, 5449.687553867343, 5513.122075377524, 5526.852552827625, 5481.440459657476, 5398.460223476292, 5579.837632685264, 5212.359240388616, 5341.194517846288, 5730.428450132712, 5429.56021349103, 5776.218513625756, 5373.101386240849, 5656.285043108917, 5362.305459391983, 5542.903588696981, 5249.570964290511, 5400.802129274935, 5455.540206834409, 5448.785816271696, 5419.446677947671, 5485.06724931409, 5396.399290917014, 5451.393686034111, 5578.6604766803175, 5521.795553959209, 5528.447494504475, 5563.413477105815, 5519.885266569112, 5341.678409502294, 5483.821561563316, 5500.336344524581, 5436.244926926546, 5400.60173959741, 5412.316172511322, 5264.625968141054, 5461.3587874632585, 5509.9296846318375, 5467.520221842498, 5545.213460476392, 5678.603942069019, 5401.359572679224, 5778.287367437869, 5521.676781661887, 5501.552812094482, 5349.196288729236, 5837.730549965449, 5542.714516272279, 5670.872081579304, 5424.413467001228, 5362.245611284253, 5660.0360179969375, 5352.608926385893, 5411.153024589043, 5689.313425667214, 5381.005911919615, 5285.329293915078, 5565.018171814654, 5402.276724561181, 5412.75196606492, 5445.139708060609, 5392.453325265879, 5343.991065601066, 5376.03698587151, 5406.197140147893, 5516.920883116667, 5521.682367342698, 5532.742829020122, 5346.950985230078, 5427.855158228482, 5251.9699404828825, 5511.527473184995, 5099.706756154248, 5480.7893587981525, 5262.376534543719, 5650.9488345979025, 5390.445477291495, 5373.302872191332, 5807.560318044847, 5502.860535022299, 5449.546718575235, 5322.628597443938, 5380.604921785136, 5307.551536323951, 5524.606099393935, 5642.230582236993]","[6295.674488613921, 6056.792139624415, 6056.792139624415, 5902.408246305855, 5902.408246305855, 5440.892634688284, 5332.111025029387, 5332.111025029387, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4561.213865524941, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4376.2515973468835, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4339.755438241021, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199, 4089.726463480199]"
5,0.2,2.0,0.4,4297.735686971744,100,8,"[5635.323567429378, 5959.140352712386, 4297.735686971744, 5228.625610671958, 4819.097531739001, 5622.434447208205, 4726.7018371430495, 6905.102106541562, 4575.387246764958]","[0, 12, 6, 28, 38, 34, 20, 29, 33, 8, 32, 17, 21, 2, 19, 7, 37, 11, 14, 10, 36, 22, 35, 13, 27, 18, 31, 23, 9, 25, 3, 1, 4, 5, 15, 30, 16, 26, 24]",2.8116517066955566,"[7665.537962161376, 6940.917492958732, 6942.725952510288, 7142.131390915338, 7119.549459230632, 6947.334369936121, 6475.913575704715, 6350.155177954067, 6369.425525814286, 5994.747083148302, 6379.096672498269, 6123.604650524211, 6161.712040439782, 6030.117878274505, 6312.4163939406235, 6009.65189967034, 6018.584388453248, 5928.578588284833, 5714.1909680188455, 5862.887400286743, 5901.366648807596, 5802.866807758567, 5855.447808245178, 6038.709114925078, 5766.860370707914, 5773.951520417577, 5768.8487674612215, 5724.818405226048, 5616.558559795594, 5590.6076836851025, 5547.306580058955, 5676.473012364026, 5727.496018447372, 5693.078897805174, 5785.055686220732, 5818.408272595901, 5720.5151589931, 5439.7142269865735, 5635.528336696524, 5660.401694127018, 5534.72836160367, 5842.101086357142, 5728.176639554297, 5815.409060618412, 5706.346749064107, 5706.4674251269125, 5887.803026586045, 5572.821280013461, 5440.195700023944, 5823.508181996736, 5896.437927096105, 5499.253427744606, 5766.676850734379, 5724.106615451815, 5605.1105718131375, 5873.465808341149, 5781.664771269736, 5555.394848185306, 5655.6902488197275, 5582.225296629285, 5968.202926601541, 6058.621743079607, 5599.70389989519, 5762.446163173589, 5616.279063962647, 5742.549131399169, 5585.434864347358, 5762.024084501647, 5498.182715914762, 5631.878197515758, 5372.756381009396, 5496.659301417078, 5667.530109493549, 5629.841575495679, 5628.844438232567, 5629.9708774390165, 5856.558530878764, 5737.075557937189, 5559.67236611398, 5457.634726190585, 5585.20889245979, 5794.443144889918, 5620.394920501436, 5539.045587405197, 5578.530933257485, 5834.8572479058, 5627.083888696097, 5800.122402917446, 5882.8695259817605, 5537.822623071623, 5421.866331889369, 5730.492972500003, 5838.430049500817, 5698.874868973385, 5579.672618097843, 5462.346392581205, 5926.152170194947, 6171.836064263911, 5822.782973132207, 5886.852257792856]","[6905.102106541562, 5959.140352712386, 5959.140352712386, 5959.140352712386, 5959.140352712386, 5959.140352712386, 5635.323567429378, 5622.434447208205, 5228.625610671958, 4819.097531739001, 4819.097531739001, 4819.097531739001, 4819.097531739001, 4819.097531739001, 4819.097531739001, 4819.097531739001, 4819.097531739001, 4819.097531739001, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4726.7018371430495, 4575.387246764958, 4575.387246764958, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744, 4297.735686971744]"
